WAVLEN_MCRN,TOTAL_RAD,GRND_RFLCT,PROFILE,INITIAL_H2O,FINAL_H2O
0.495,0.0037096,0.033913,SAW,0.25,0.07436
0.496,0.0035694,0.032895,SAW,0.25,0.07436
0.497,0.0034441,0.031991,SAW,0.25,0.07436
0.498,0.0033273,0.031146,SAW,0.25,0.07436
0.499,0.0032951,0.031097,SAW,0.25,0.07436
0.5,0.0032559,0.030962,SAW,0.25,0.07436
0.501,0.0031526,0.030217,SAW,0.25,0.07436
0.502,0.0031162,0.030097,SAW,0.25,0.07436
0.503,0.0032573,0.031701,SAW,0.25,0.07436
0.504,0.0029917,0.029318,SAW,0.25,0.07436
0.505,0.0032153,0.031773,SAW,0.25,0.07436
0.506,0.0034191,0.034047,SAW,0.25,0.07436
0.507,0.0031566,0.031672,SAW,0.25,0.07436
0.508,0.003018,0.030512,SAW,0.25,0.07436
0.509,0.0032067,0.032676,SAW,0.25,0.07436
0.51,0.0030945,0.03177,SAW,0.25,0.07436
0.511,0.0030893,0.03196,SAW,0.25,0.07436
0.512,0.0031858,0.033205,SAW,0.25,0.07436
0.513,0.0029054,0.030513,SAW,0.25,0.07436
0.514,0.0028454,0.030099,SAW,0.25,0.07436
0.515,0.0028756,0.030648,SAW,0.25,0.07436
0.516,0.0029782,0.031976,SAW,0.25,0.07436
0.517,0.0021899,0.023679,SAW,0.25,0.07436
0.518,0.002677,0.029161,SAW,0.25,0.07436
0.519,0.0025306,0.027777,SAW,0.25,0.07436
0.52,0.0027526,0.03043,SAW,0.25,0.07436
0.521,0.0027416,0.030527,SAW,0.25,0.07436
0.522,0.002824,0.031671,SAW,0.25,0.07436
0.523,0.00262,0.029591,SAW,0.25,0.07436
0.524,0.002798,0.031826,SAW,0.25,0.07436
0.525,0.0027782,0.031823,SAW,0.25,0.07436
0.526,0.0026065,0.030065,SAW,0.25,0.07436
0.527,0.0022726,0.0264,SAW,0.25,0.07436
0.528,0.0026623,0.031142,SAW,0.25,0.07436
0.529,0.0027627,0.032542,SAW,0.25,0.07436
0.53,0.0025774,0.03057,SAW,0.25,0.07436
0.531,0.0027809,0.033212,SAW,0.25,0.07436
0.532,0.0026382,0.031726,SAW,0.25,0.07436
0.533,0.0023224,0.028121,SAW,0.25,0.07436
0.534,0.0024682,0.030093,SAW,0.25,0.07436
0.535,0.0025305,0.031064,SAW,0.25,0.07436
0.536,0.0026467,0.032709,SAW,0.25,0.07436
0.537,0.0024371,0.030324,SAW,0.25,0.07436
0.538,0.0025689,0.032178,SAW,0.25,0.07436
0.539,0.0025118,0.031675,SAW,0.25,0.07436
0.54,0.0024282,0.030826,SAW,0.25,0.07436
0.541,0.0022401,0.028625,SAW,0.25,0.07436
0.542,0.0024545,0.031568,SAW,0.25,0.07436
0.543,0.0023498,0.030427,SAW,0.25,0.07436
0.544,0.0024473,0.031897,SAW,0.25,0.07436
0.545,0.0023997,0.031482,SAW,0.25,0.07436
0.546,0.0023408,0.030906,SAW,0.25,0.07436
0.547,0.0023937,0.031814,SAW,0.25,0.07436
0.548,0.0022293,0.029824,SAW,0.25,0.07436
0.549,0.0023159,0.031182,SAW,0.25,0.07436
0.55,0.0022654,0.030706,SAW,0.25,0.07436
0.551,0.0022401,0.030568,SAW,0.25,0.07436
0.552,0.0023076,0.031706,SAW,0.25,0.07436
0.553,0.0022094,0.03056,SAW,0.25,0.07436
0.554,0.0022659,0.031555,SAW,0.25,0.07436
0.555,0.0022477,0.03151,SAW,0.25,0.07436
0.556,0.002177,0.030725,SAW,0.25,0.07436
0.557,0.0021242,0.030178,SAW,0.25,0.07436
0.558,0.0021562,0.030838,SAW,0.25,0.07436
0.559,0.002032,0.029255,SAW,0.25,0.07436
0.56,0.0020391,0.02955,SAW,0.25,0.07436
0.561,0.0022047,0.03216,SAW,0.25,0.07436
0.562,0.0020145,0.029579,SAW,0.25,0.07436
0.563,0.0020961,0.030978,SAW,0.25,0.07436
0.564,0.0020484,0.030469,SAW,0.25,0.07436
0.565,0.0020655,0.030922,SAW,0.25,0.07436
0.566,0.0018907,0.028488,SAW,0.25,0.07436
0.567,0.0020169,0.030587,SAW,0.25,0.07436
0.568,0.0020062,0.030616,SAW,0.25,0.07436
0.569,0.0019661,0.030182,SAW,0.25,0.07436
0.57,0.0019578,0.030252,SAW,0.25,0.07436
0.571,0.0018748,0.029165,SAW,0.25,0.07436
0.572,0.0019758,0.030924,SAW,0.25,0.07436
0.573,0.001985,0.031268,SAW,0.25,0.07436
0.574,0.0019621,0.031106,SAW,0.25,0.07436
0.575,0.0019068,0.030419,SAW,0.25,0.07436
0.576,0.0018703,0.030031,SAW,0.25,0.07436
0.577,0.0019213,0.031046,SAW,0.25,0.07436
0.578,0.0018619,0.030276,SAW,0.25,0.07436
0.579,0.0018355,0.030039,SAW,0.25,0.07436
0.58,0.0018841,0.031027,SAW,0.25,0.07436
0.581,0.0018431,0.030542,SAW,0.25,0.07436
0.582,0.0018562,0.03095,SAW,0.25,0.07436
0.583,0.0018613,0.031228,SAW,0.25,0.07436
0.584,0.0018459,0.031161,SAW,0.25,0.07436
0.585,0.0018172,0.030863,SAW,0.25,0.07436
0.586,0.0017389,0.029711,SAW,0.25,0.07436
