WAVLEN_MCRN,TOTAL_RAD,GRND_RFLCT,PROFILE,INITIAL_H2O,FINAL_H2O
0.661,0.0011546,0.029298,MLS,0.5,0.88814
0.662,0.0011682,0.029825,MLS,0.5,0.88814
0.663,0.0011465,0.029405,MLS,0.5,0.88814
0.664,0.0011262,0.029036,MLS,0.5,0.88814
0.665,0.0011302,0.029287,MLS,0.5,0.88814
0.666,0.0011287,0.029394,MLS,0.5,0.88814
0.667,0.0011165,0.029219,MLS,0.5,0.88814
0.668,0.0011106,0.029217,MLS,0.5,0.88814
0.669,0.0011227,0.029674,MLS,0.5,0.88814
0.67,0.001103,0.029295,MLS,0.5,0.88814
0.671,0.0010935,0.029185,MLS,0.5,0.88814
0.672,0.0010777,0.0289,MLS,0.5,0.88814
0.673,0.0010844,0.029217,MLS,0.5,0.88814
0.674,0.0010827,0.029312,MLS,0.5,0.88814
0.675,0.0010629,0.028911,MLS,0.5,0.88814
0.676,0.0010767,0.029425,MLS,0.5,0.88814
0.677,0.0010528,0.028907,MLS,0.5,0.88814
0.678,0.0010622,0.029303,MLS,0.5,0.88814
0.679,0.001046,0.028992,MLS,0.5,0.88814
0.68,0.0010374,0.028887,MLS,0.5,0.88814
0.681,0.0010318,0.028861,MLS,0.5,0.88814
0.682,0.0010276,0.028873,MLS,0.5,0.88814
0.683,0.001027,0.028984,MLS,0.5,0.88814
0.684,0.0010071,0.028547,MLS,0.5,0.88814
0.685,0.0010144,0.028895,MLS,0.5,0.88814
0.686,0.00096986,0.02774,MLS,0.5,0.88814
0.687,0.00076335,0.01932,MLS,0.5,0.88814
0.688,0.00082961,0.02234,MLS,0.5,0.88814
0.689,0.00082937,0.022464,MLS,0.5,0.88814
0.69,0.00086441,0.023825,MLS,0.5,0.88814
0.691,0.00089148,0.025084,MLS,0.5,0.88814
0.692,0.00090308,0.025771,MLS,0.5,0.88814
0.693,0.00090588,0.025615,MLS,0.5,0.88814
0.694,0.00091233,0.025572,MLS,0.5,0.88814
0.695,0.00091255,0.026193,MLS,0.5,0.88814
0.696,0.00091502,0.026299,MLS,0.5,0.88814
0.697,0.00093685,0.027917,MLS,0.5,0.88814
0.698,0.00091536,0.027379,MLS,0.5,0.88814
0.699,0.0009159,0.027014,MLS,0.5,0.88814
0.7,0.00089994,0.026661,MLS,0.5,0.88814
0.701,0.00087949,0.02607,MLS,0.5,0.88814
0.702,0.00087225,0.026147,MLS,0.5,0.88814
0.703,0.00087411,0.02627,MLS,0.5,0.88814
0.704,0.00088491,0.027015,MLS,0.5,0.88814
0.705,0.00088903,0.027224,MLS,0.5,0.88814
0.706,0.00087792,0.027162,MLS,0.5,0.88814
0.707,0.00086227,0.026808,MLS,0.5,0.88814
0.708,0.00088169,0.027553,MLS,0.5,0.88814
0.709,0.00085409,0.026964,MLS,0.5,0.88814
0.71,0.00086646,0.027402,MLS,0.5,0.88814
0.711,0.00085471,0.027205,MLS,0.5,0.88814
0.712,0.00084369,0.027039,MLS,0.5,0.88814
0.713,0.00083294,0.02676,MLS,0.5,0.88814
0.714,0.0008435,0.027223,MLS,0.5,0.88814
0.715,0.00080564,0.025943,MLS,0.5,0.88814
0.716,0.00082297,0.026531,MLS,0.5,0.88814
0.717,0.00074905,0.0223,MLS,0.5,0.88814
0.718,0.00072281,0.020856,MLS,0.5,0.88814
0.719,0.00068976,0.019322,MLS,0.5,0.88814
0.72,0.0007065,0.020241,MLS,0.5,0.88814
0.721,0.00072757,0.022212,MLS,0.5,0.88814
0.722,0.0007768,0.025441,MLS,0.5,0.88814
0.723,0.00074706,0.023597,MLS,0.5,0.88814
0.724,0.00072252,0.021913,MLS,0.5,0.88814
0.725,0.00070785,0.02131,MLS,0.5,0.88814
0.726,0.00071612,0.02219,MLS,0.5,0.88814
0.727,0.00072581,0.022719,MLS,0.5,0.88814
0.728,0.00070028,0.02154,MLS,0.5,0.88814
0.729,0.00068079,0.021619,MLS,0.5,0.88814
0.73,0.00071768,0.02326,MLS,0.5,0.88814
